adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote,name,form,period,filed,quarter
0001193125-14-024487,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,2013-12-31,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=USStatesAndPoliticalSubdivisions;,,0.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,OtherAssetsCurrent,us-gaap/2013,2013-12-31,0,USD,,,8574000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,IntangibleAssetsNetExcludingGoodwill,us-gaap/2013,2013-09-30,0,USD,,,4179000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2013,2013-12-31,0,USD,EquityComponents=AccumulatedNetUnrealizedInvestmentGainLoss;,,-244000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesCurrent,us-gaap/2013,2013-12-31,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=USTreasurySecurities;,,8498000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2013,2013-12-31,0,USD,,,-306000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,DeferredTaxAssetsNetCurrent,us-gaap/2013,2013-09-30,0,USD,,,3453000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,CommonStockNoParValue,us-gaap/2013,2013-09-30,0,USD,,,,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,IncreaseDecreaseInOtherOperatingAssets,us-gaap/2013,2012-12-31,1,USD,,,-413000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,CommonStockSharesOutstanding,us-gaap/2013,2013-12-31,0,shares,,,892447000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,CommonStockNoParValue,us-gaap/2013,2013-12-31,0,USD,,,,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,CommonStockValue,us-gaap/2013,2013-09-30,0,USD,,,19764000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,Liabilities,us-gaap/2013,2013-09-30,0,USD,,,83451000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,2013-12-31,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=USGovernmentAgenciesDebtSecurities;,,1016000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,SalesRevenueNet,us-gaap/2013,2013-12-31,1,USD,BusinessSegments=Europe;,,13073000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesNoncurrent,us-gaap/2013,2013-09-30,0,USD,,,106215000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,us-gaap/2013,2013-12-31,1,USD,,,11000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,IncreaseDecreaseInAccountsReceivable,us-gaap/2013,2012-12-31,1,USD,,,668000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,ComprehensiveIncomeNetOfTax,us-gaap/2013,2013-12-31,1,USD,,,13237000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2013,2013-09-30,0,USD,,,-471000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AccountsReceivableNetCurrent,us-gaap/2013,2013-12-31,0,USD,,,14200000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesNoncurrent,us-gaap/2013,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=MoneyMarketFunds;,,0.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,PaymentsForRepurchaseOfCommonStock,us-gaap/2013,2013-12-31,1,USD,,,5029000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,OperatingExpenses,us-gaap/2013,2013-12-31,1,USD,,,4383000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesNoncurrent,us-gaap/2013,2013-12-31,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=EquitySecurities;,,0.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesNoncurrent,us-gaap/2013,2013-12-31,0,USD,,,118131000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,us-gaap/2013,2012-12-31,1,USD,,,404000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,SalesRevenueNet,us-gaap/2013,2013-12-31,1,USD,,,57594000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,ProceedsFromIssuanceOfCommonStock,us-gaap/2013,2013-12-31,1,USD,,,134000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,OperatingIncomeLoss,us-gaap/2013,2012-12-31,1,USD,BusinessSegments=AsiaPacific;,,1335000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,LiabilitiesAndStockholdersEquity,us-gaap/2013,2013-09-30,0,USD,,,207000000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,Assets,us-gaap/2013,2013-09-30,0,USD,,,207000000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesCurrent,us-gaap/2013,2013-12-31,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=CommercialPaper;,,991000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,DeferredRevenueCurrent,us-gaap/2013,2013-12-31,0,USD,,,8357000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,NetCashProvidedByUsedInOperatingActivities,us-gaap/2013,2013-12-31,1,USD,,,22670000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2013,2013-09-30,0,USD,EquityComponents=AccumulatedTranslationAdjustment;,,-105000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesCurrent,us-gaap/2013,2013-12-31,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=MoneyMarketFunds;,,0.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,PaymentsForRepurchaseOfCommonStock,us-gaap/2013,2012-12-31,1,USD,,,1950000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,SalesRevenueNet,us-gaap/2013,2012-12-31,1,USD,BusinessSegments=JP;,,4443000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesNoncurrent,us-gaap/2013,2013-12-31,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=USGovernmentAgenciesDebtSecurities;,,11187000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,ComprehensiveIncomeNetOfTax,us-gaap/2013,2012-12-31,1,USD,,,13191000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesNoncurrent,us-gaap/2013,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=EquitySecurities;,,0.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesCurrent,us-gaap/2013,2013-09-30,0,USD,ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=Cash;,,0.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,IncreaseDecreaseInOtherOperatingLiabilities,us-gaap/2013,2012-12-31,1,USD,,,2373000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,us-gaap/2013,2012-12-31,1,USD,,,3460000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,us-gaap/2013,2012-12-31,1,USD,,,-112000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=CommercialPaper;,,1835000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,ShareBasedCompensation,us-gaap/2013,2012-12-31,1,USD,,,545000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,IncreaseDecreaseInAccountsPayable,us-gaap/2013,2013-12-31,1,USD,,,8191000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AllowanceForDoubtfulAccountsReceivableCurrent,us-gaap/2013,2013-12-31,0,USD,,,94000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,CommonStockSharesAuthorized,us-gaap/2013,2013-12-31,0,shares,,,1800000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,InventoryNet,us-gaap/2013,2013-12-31,0,USD,,,2122000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,IncreaseDecreaseInOtherReceivables,us-gaap/2013,2013-12-31,1,USD,,,3459000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,PaymentsToAcquireBusinessesNetOfCashAcquired,us-gaap/2013,2013-12-31,1,USD,,,525000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,OperatingIncomeLoss,us-gaap/2013,2013-12-31,1,USD,,,17463000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesCurrent,us-gaap/2013,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=EquitySecurities;,,3802000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,DeferredRevenueCurrent,us-gaap/2013,2013-09-30,0,USD,,,7435000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2013,2012-12-31,1,USD,,,5408000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesCurrent,us-gaap/2013,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;,,22485000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2013,2012-12-31,1,shares,,,938916000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,us-gaap/2013,2013-12-31,1,USD,,,365000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,2013-12-31,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=CommercialPaper;,,1122000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,IncreaseDecreaseInOtherReceivables,us-gaap/2013,2012-12-31,1,USD,,,2174000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AccountsPayableCurrent,us-gaap/2013,2013-12-31,0,USD,,,29588000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,IncreaseDecreaseInDeferredRevenue,us-gaap/2013,2012-12-31,1,USD,,,1611000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,CostOfGoodsAndServicesSold,us-gaap/2013,2012-12-31,1,USD,,,33452000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,NontradeReceivablesCurrent,us-gaap/2013,2013-12-31,0,USD,,,10998000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,IncreaseDecreaseInOtherOperatingLiabilities,us-gaap/2013,2013-12-31,1,USD,,,1195000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,OtherAssetsNoncurrent,us-gaap/2013,2013-09-30,0,USD,,,5146000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,OperatingIncomeLoss,us-gaap/2013,2012-12-31,1,USD,,,17210000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesCurrent,us-gaap/2013,2013-12-31,0,USD,,,26634000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesCurrent,us-gaap/2013,2013-12-31,0,USD,ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=Cash;,,0.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,SalesRevenueNet,us-gaap/2013,2012-12-31,1,USD,BusinessSegments=GreaterChina;,,6830000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,OtherComprehensiveIncomeLossNetOfTax,us-gaap/2013,2013-12-31,1,USD,EquityComponents=AccumulatedNetUnrealizedInvestmentGainLoss;,,-53000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesNoncurrent,us-gaap/2013,2013-12-31,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=MoneyMarketFunds;,,0.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,OperatingIncomeLoss,us-gaap/2013,2012-12-31,1,USD,BusinessSegments=Americas;,,7349000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2013,2013-12-31,1,USD,,,-182000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,InterestPaid,us-gaap/2013,2012-12-31,1,USD,,,0.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=AssetBackedSecurities;,,0.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,us-gaap/2013,2012-12-31,1,USD,,,-26000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,us-gaap/2013,2013-12-31,1,USD,,,-67000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesCurrent,us-gaap/2013,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=BankTimeDeposits;,,844000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,PaymentsToAcquireBusinessesNetOfCashAcquired,us-gaap/2013,2012-12-31,1,USD,,,284000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesNoncurrent,us-gaap/2013,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=ForeignGovernmentDebtSecurities;,,5080000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,OtherAssetsNoncurrent,us-gaap/2013,2013-12-31,0,USD,,,5091000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesNoncurrent,us-gaap/2013,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=CorporateDebtSecurities;,,46532000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,OperatingIncomeLoss,us-gaap/2013,2013-12-31,1,USD,BusinessSegments=JP;,,2379000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesCurrent,us-gaap/2013,2013-12-31,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=AssetBackedSecurities;,,45000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,2013-12-31,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=EquitySecurities;,,0.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,InventoryNet,us-gaap/2013,2013-09-30,0,USD,,,1764000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,CommonStockDividendsPerShareDeclared,us-gaap/2013,2013-09-30,4,USD,,,11.4,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,us-gaap/2013,2012-12-31,1,USD,,,146000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,us-gaap/2013,2012-12-31,1,USD,,,-119000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,DeferredTaxAssetsNetCurrent,us-gaap/2013,2013-12-31,0,USD,,,3742000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,CommonStockSharesIssued,us-gaap/2013,2013-09-30,0,shares,,,899213000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesNoncurrent,us-gaap/2013,2013-12-31,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;,,0.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AccruedLiabilitiesCurrent,us-gaap/2013,2013-09-30,0,USD,,,13856000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesNoncurrent,us-gaap/2013,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=AssetBackedSecurities;,,16322000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesCurrent,us-gaap/2013,2013-09-30,0,USD,,,26287000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,NetCashProvidedByUsedInInvestingActivities,us-gaap/2013,2012-12-31,1,USD,,,-13521000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,DepreciationAmortizationAndAccretionNet,us-gaap/2013,2012-12-31,1,USD,,,1588000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,us-gaap/2013,2013-12-31,1,USD,,,-42000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,StockholdersEquity,us-gaap/2013,2013-12-31,0,USD,,,129684000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,IncreaseDecreaseInOtherOperatingAssets,us-gaap/2013,2013-12-31,1,USD,,,319000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,ShareBasedCompensation,us-gaap/2013,2012-12-31,1,USD,IncomeStatementLocation=ResearchAndDevelopmentExpense;,,224000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,2013-12-31,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;,,2236000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesCurrent,us-gaap/2013,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=CorporateDebtSecurities;,,8077000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,OperatingIncomeLoss,us-gaap/2013,2012-12-31,1,USD,BusinessSegments=Retail;,,1557000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,LongTermDebt,us-gaap/2013,2013-09-30,0,USD,,,16960000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesCurrent,us-gaap/2013,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=AssetBackedSecurities;,,8000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,ShareBasedCompensation,us-gaap/2013,2013-12-31,1,USD,IncomeStatementLocation=SellingGeneralAndAdministrativeExpenses;,,283000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,SellingGeneralAndAdministrativeExpense,us-gaap/2013,2012-12-31,1,USD,,,2840000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,EarningsPerShareBasic,us-gaap/2013,2012-12-31,1,USD,,,13.93,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,PaymentsToAcquireIntangibleAssets,us-gaap/2013,2013-12-31,1,USD,,,59000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,NetIncomeLoss,us-gaap/2013,2012-12-31,1,USD,,,13078000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,LiabilitiesCurrent,us-gaap/2013,2013-09-30,0,USD,,,43658000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,ShareBasedCompensation,us-gaap/2013,2013-12-31,1,USD,IncomeStatementLocation=CostOfSales;,,109000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,CashAndCashEquivalentsAtCarryingValue,us-gaap/2013,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=EquitySecurities;,,0.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,us-gaap/2013,2013-12-31,1,USD,,,280000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AvailableForSaleSecuritiesNoncurrent,us-gaap/2013,2013-09-30,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;ScheduleOfCashCashEquivalentAndAvailableForSaleSecurities=USStatesAndPoliticalSubdivisions;,,5162000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2013,2013-09-30,0,USD,EquityComponents=AccumulatedNetUnrealizedInvestmentGainLoss;,,-191000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,CommonStockDividendsPerShareDeclared,us-gaap/2013,2013-09-30,1,USD,,,3.05,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,OperatingExpenses,us-gaap/2013,2012-12-31,1,USD,,,3850000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,LiabilitiesCurrent,us-gaap/2013,2013-12-31,0,USD,,,53769000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
0001193125-14-024487,SalesRevenueNet,us-gaap/2013,2013-12-31,1,USD,BusinessSegments=GreaterChina;,,8844000000.0,,APPLE INC,10-Q,2013-12-31,2014-01-28,2014q1
