cik,company_name,year_2014_chi_square,year_2014_p_value,year_2014_MAD,year_2014_KS_test,year_2015_chi_square,year_2015_p_value,year_2015_MAD,year_2015_KS_test,year_2016_chi_square,year_2016_p_value,year_2016_MAD,year_2016_KS_test,year_2017_chi_square,year_2017_p_value,year_2017_MAD,year_2017_KS_test,year_2018_chi_square,year_2018_p_value,year_2018_MAD,year_2018_KS_test,year_2019_chi_square,year_2019_p_value,year_2019_MAD,year_2019_KS_test,year_2020_chi_square,year_2020_p_value,year_2020_MAD,year_2020_KS_test,year_2021_chi_square,year_2021_p_value,year_2021_MAD,year_2021_KS_test,year_2022_chi_square,year_2022_p_value,year_2022_MAD,year_2022_KS_test,year_2023_chi_square,year_2023_p_value,year_2023_MAD,year_2023_KS_test,year_2024_chi_square,year_2024_p_value,year_2024_MAD,year_2024_KS_test
0001580670,"LGI Homes, Inc.",35.4311,0.0,1.5539,0.8853,51.3303,0.0,2.503,0.9017,56.0962,0.0,2.3878,0.9146,57.2755,0.0,2.454,0.9228,25.7279,0.0012,1.6337,0.9143,77.0086,0.0,2.2039,0.9249,90.5647,0.0,2.3908,0.9252,97.0232,0.0,2.4998,0.9149,126.8709,0.0,2.9499,0.91,144.5026,0.0,3.6057,0.9028,64.6672,0.0,2.366,0.9032
0001876588,ZimVie Inc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8034,0.1188,1.0161,0.9087,30.8083,0.0002,1.1286,0.8909,29.2416,0.0003,1.4948,0.8878
0000920371,"Simpson Manufacturing Co., Inc.",81.7318,0.0,1.7193,0.8735,34.9675,0.0,1.3545,0.886,25.2903,0.0014,1.2221,0.8961,49.5958,0.0,1.5788,0.9026,48.2304,0.0,1.4972,0.8987,23.6464,0.0026,0.976,0.9029,13.0119,0.1114,0.8719,0.8981,36.5874,0.0,1.1188,0.8878,56.8899,0.0,1.4178,0.8777,77.508,0.0,1.728,0.8974,97.3956,0.0,1.9177,0.9068
0000095029,STURM RUGER & CO INC,38.1617,0.0,1.6377,0.9058,33.9254,0.0,1.4216,0.9057,40.3243,0.0,1.9108,0.9079,25.2443,0.0014,1.5222,0.9107,20.9134,0.0074,1.4282,0.9,32.9097,0.0001,1.5124,0.9013,32.998,0.0001,1.5092,0.9052,17.751,0.0232,1.1319,0.9217,30.469,0.0002,1.239,0.9257,21.4237,0.0061,1.1752,0.9204,16.5821,0.0348,1.0329,0.9198
0001296445,"ORMAT TECHNOLOGIES, INC.",124.7267,0.0,2.1544,0.9114,101.3573,0.0,2.0602,0.898,55.8519,0.0,1.242,0.8908,32.0629,0.0001,1.0718,0.8975,35.1489,0.0,0.6862,0.9079,75.1747,0.0,1.4798,0.8952,121.7133,0.0,1.5308,0.8945,112.4176,0.0,1.4237,0.8952,62.5746,0.0,1.3253,0.8949,35.3136,0.0,0.9788,0.8954,31.1472,0.0001,1.059,0.9037
0001999001,Six Flags Entertainment Corporation/NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.8615,0.0,1.644,0.9168
0001090872,"AGILENT TECHNOLOGIES, INC.",23.4259,0.0029,1.2126,0.8971,40.108,0.0,1.7653,0.8944,18.1169,0.0204,1.2823,0.8905,22.4173,0.0042,1.0291,0.9175,34.1456,0.0,1.5546,0.9161,62.5683,0.0,1.7363,0.9004,52.7951,0.0,1.5555,0.9023,55.8886,0.0,1.6755,0.9141,25.628,0.0012,1.1379,0.9086,21.5594,0.0058,0.9752,0.9112,31.827,0.0001,0.9593,0.9121
0000058492,LEGGETT & PLATT INC,41.8185,0.0,1.1429,0.9112,25.5299,0.0013,1.0193,0.8926,33.0338,0.0001,1.2638,0.8929,50.0107,0.0,1.0219,0.887,13.1502,0.1068,0.7972,0.9,27.0918,0.0007,0.9797,0.9038,31.2782,0.0001,1.1808,0.9083,88.8214,0.0,1.478,0.9151,37.5767,0.0,1.3642,0.9092,24.1967,0.0021,0.9488,0.8979,25.3517,0.0014,0.9407,0.9104
0000910521,DECKERS OUTDOOR CORP,28.5266,0.0004,1.3714,0.9181,29.4171,0.0003,1.3911,0.91,17.9959,0.0213,0.912,0.9024,12.9704,0.1129,0.7546,0.9,19.3097,0.0133,1.1226,0.9059,42.926,0.0,1.3505,0.9028,77.481,0.0,1.7817,0.9013,68.3953,0.0,1.8376,0.9016,52.5687,0.0,1.4481,0.9086,63.4698,0.0,1.5485,0.909,24.3476,0.002,0.9459,0.9064
0001783879,"Robinhood Markets, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0124,0.0,1.3634,0.9107,28.0599,0.0005,1.4374,0.917,37.6074,0.0,1.4218,0.8865,22.166,0.0046,1.0101,0.8935
0000829224,STARBUCKS CORP,7.9908,0.4344,0.5442,0.9063,15.7418,0.0462,0.8444,0.897,30.8023,0.0002,1.2585,0.9107,44.6284,0.0,1.3633,0.9183,34.4589,0.0,1.2951,0.9131,37.6488,0.0,1.3383,0.9173,38.2448,0.0,1.309,0.9074,23.9615,0.0023,1.0625,0.9039,31.1036,0.0001,0.966,0.9051,32.8073,0.0001,0.8516,0.9149,62.604,0.0,1.3819,0.9159
0000051644,"INTERPUBLIC GROUP OF COMPANIES, INC.",34.466,0.0,0.9353,0.9128,49.0783,0.0,1.5272,0.9119,53.2434,0.0,1.5791,0.9163,21.8497,0.0052,0.8318,0.9199,19.7266,0.0114,0.7894,0.9067,34.082,0.0,0.9426,0.9034,33.9669,0.0,1.0012,0.8972,66.3736,0.0,1.6525,0.8965,94.6226,0.0,1.9054,0.8896,110.8407,0.0,1.8983,0.8873,58.3493,0.0,1.2332,0.8915
0000712515,ELECTRONIC ARTS INC.,41.0621,0.0,1.4757,0.9202,44.5924,0.0,1.3849,0.9064,49.8118,0.0,1.6941,0.9051,40.3122,0.0,1.3645,0.9011,18.9641,0.0151,1.0156,0.9003,21.9186,0.0051,0.9899,0.905,39.4875,0.0,1.2319,0.9124,43.3419,0.0,1.5774,0.9112,44.5665,0.0,1.297,0.9182,41.4963,0.0,1.2075,0.9163,43.2376,0.0,1.1901,0.9106
0000936528,WAFD INC,44.7218,0.0,1.5768,0.9056,96.1124,0.0,2.5385,0.8932,78.2088,0.0,2.1849,0.8908,83.4364,0.0,2.0254,0.8947,162.9736,0.0,2.5195,0.9197,103.3413,0.0,2.4458,0.911,85.9315,0.0,1.8694,0.9039,65.3159,0.0,1.8086,0.9115,95.275,0.0,2.0087,0.9266,70.543,0.0,1.4097,0.9125,61.4824,0.0,1.3905,0.9063
0001580808,"A10 Networks, Inc.",13.2039,0.105,1.1562,0.8826,25.8222,0.0011,1.0725,0.8745,19.9829,0.0104,1.2453,0.8941,25.7628,0.0012,1.3138,0.894,19.8066,0.0111,1.113,0.8899,21.0324,0.0071,1.0565,0.9051,32.8257,0.0001,1.44,0.9008,42.1119,0.0,1.3047,0.8998,56.9196,0.0,1.2548,0.9085,70.4973,0.0,1.8665,0.9236,63.1048,0.0,1.7588,0.9091
0000008947,AZZ INC,36.4226,0.0,1.7253,0.8954,46.2271,0.0,1.5474,0.8972,69.2351,0.0,2.1823,0.8997,47.2212,0.0,1.6375,0.9049,77.566,0.0,1.5348,0.9087,67.7382,0.0,1.972,0.9221,41.3809,0.0,1.3352,0.921,35.1333,0.0,1.4503,0.917,54.7923,0.0,1.6574,0.9182,121.0647,0.0,2.3097,0.9202,37.6151,0.0,1.3912,0.8999
0001704715,"Alpha Metallurgical Resources, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3641,0.0375,1.7974,0.8906,30.2235,0.0002,0.9944,0.9061,34.919,0.0,0.9253,0.9073,11.4968,0.1751,0.6861,0.9084,19.7389,0.0114,1.0232,0.9152,32.0603,0.0001,1.2254,0.9144,40.9382,0.0,1.4019,0.914
0000062996,MASCO CORP /DE/,56.9731,0.0,1.4647,0.9088,37.7046,0.0,1.4392,0.9139,45.2439,0.0,1.6866,0.9163,27.9739,0.0005,1.2268,0.9055,17.9617,0.0215,0.7707,0.9026,21.7934,0.0053,1.0128,0.9106,38.3159,0.0,1.4739,0.9083,36.8923,0.0,1.4324,0.9112,23.5872,0.0027,1.1132,0.9102,37.6641,0.0,1.3068,0.9065,66.8783,0.0,1.9048,0.9104
0000065984,ENTERGY CORP /DE/,69.4523,0.0,0.8152,0.8944,71.909,0.0,0.7719,0.8964,122.1176,0.0,0.9769,0.8985,121.856,0.0,0.9728,0.9037,122.5505,0.0,1.0301,0.9046,111.9108,0.0,0.9566,0.9013,109.0953,0.0,0.9461,0.9008,78.6119,0.0,0.7457,0.9028,35.5316,0.0,0.4712,0.904,8.5584,0.3809,0.2422,0.901,19.9955,0.0104,0.4237,0.9049
0001295947,Prestige Consumer Healthcare Inc.,39.8402,0.0,0.9075,0.9019,55.6556,0.0,0.9914,0.9125,84.045,0.0,1.4031,0.9098,89.3293,0.0,1.425,0.9045,72.4352,0.0,1.7241,0.8984,92.9016,0.0,1.7726,0.9109,113.122,0.0,1.9253,0.9073,61.4262,0.0,1.2714,0.9041,75.8912,0.0,1.3845,0.9073,136.277,0.0,1.6671,0.9072,186.111,0.0,1.9878,0.9091
0000701985,"Bath & Body Works, Inc.",19.0332,0.0147,0.7994,0.9121,11.8254,0.1592,0.612,0.9111,20.2599,0.0094,1.0097,0.9058,21.2921,0.0064,0.7705,0.9077,26.9168,0.0007,0.8878,0.8937,32.6995,0.0001,0.829,0.8963,27.1147,0.0007,0.859,0.9077,63.4053,0.0,1.3018,0.9108,137.2405,0.0,2.8625,0.9141,137.2787,0.0,2.8877,0.9137,171.8686,0.0,3.4411,0.9125
0000923796,GEO GROUP INC,34.3274,0.0,0.9936,0.9161,7.0126,0.5353,0.4286,0.9075,25.6543,0.0012,0.6539,0.8992,11.7887,0.1609,0.4262,0.9022,34.669,0.0,1.0177,0.9143,42.7601,0.0,1.07,0.9122,39.7018,0.0,1.0198,0.8834,45.9619,0.0,1.2021,0.8798,17.2272,0.0278,0.8781,0.8958,57.0773,0.0,1.8301,0.8803,71.8984,0.0,2.1765,0.8868
0000894315,SITE Centers Corp.,39.0457,0.0,1.1751,0.8979,55.8395,0.0,1.5078,0.8965,30.4627,0.0002,1.1444,0.9024,59.3035,0.0,1.728,0.8964,64.0894,0.0,1.8242,0.9028,63.6915,0.0,1.6436,0.9173,74.3568,0.0,1.774,0.9128,72.9644,0.0,1.8765,0.9078,51.6168,0.0,1.347,0.9039,110.6128,0.0,1.8169,0.9129,113.6046,0.0,2.2663,0.9211
0001142750,AMN HEALTHCARE SERVICES INC,49.7057,0.0,1.8781,0.912,50.2862,0.0,1.737,0.9134,46.7035,0.0,1.6812,0.898,69.0464,0.0,1.7372,0.8894,67.0584,0.0,1.9461,0.8825,110.414,0.0,2.4537,0.8939,119.836,0.0,2.2489,0.9188,138.5126,0.0,1.767,0.915,73.8058,0.0,1.4345,0.9005,26.8326,0.0008,0.9641,0.903,66.8622,0.0,1.4936,0.9233
0000732717,AT&T INC.,22.5807,0.0039,1.0006,0.9022,10.6642,0.2215,0.627,0.8971,10.8896,0.208,0.5601,0.8947,26.2114,0.001,1.1535,0.8986,48.4024,0.0,1.1294,0.8957,47.211,0.0,1.07,0.9043,49.561,0.0,1.139,0.914,97.2145,0.0,1.387,0.912,54.9767,0.0,1.2499,0.9082,35.2786,0.0,0.8551,0.9072,30.0755,0.0002,0.8016,0.9032
0001109357,EXELON CORP,72.65,0.0,0.8258,0.9104,99.3541,0.0,1.0971,0.9103,74.3429,0.0,0.6992,0.9051,50.1354,0.0,0.5591,0.899,46.2538,0.0,0.4066,0.8946,85.6623,0.0,0.6412,0.8932,119.3222,0.0,0.889,0.8986,150.9822,0.0,0.9011,0.898,134.1344,0.0,0.8254,0.902,52.617,0.0,0.6065,0.9,35.1797,0.0,0.4724,0.9024
0001808834,"PROG Holdings, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3899,0.6036,1.2023,0.8977,92.147,0.0,1.833,0.8962,44.8174,0.0,1.6954,0.8955,27.2466,0.0006,1.4094,0.8939,28.4656,0.0004,1.3989,0.9128
0001297989,"ExlService Holdings, Inc.",50.6055,0.0,1.6336,0.8928,53.4768,0.0,1.6619,0.8934,63.8815,0.0,1.8807,0.9178,90.8944,0.0,2.1623,0.9228,86.2346,0.0,1.6729,0.9239,69.9761,0.0,1.5897,0.9097,31.3747,0.0001,1.0531,0.91,37.9127,0.0,1.2962,0.9051,27.9429,0.0005,1.1089,0.9103,39.3126,0.0,1.0378,0.9118,36.2715,0.0,1.4176,0.9141
0001809987,"Mirion Technologies, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.8148,0.0,7.2283,0.9326,329.0783,0.0,3.2159,0.8838,114.1563,0.0,1.9925,0.8932,112.0232,0.0,2.1883,0.908,89.9035,0.0,1.8129,0.9147
0001728951,"ESSENTIAL PROPERTIES REALTY TRUST, INC.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9994,0.0034,1.4876,0.8734,45.1328,0.0,1.3545,0.8948,49.2917,0.0,1.412,0.8909,64.9456,0.0,1.8046,0.8989,67.3332,0.0,1.9767,0.9155,59.1428,0.0,1.7786,0.9135,55.1812,0.0,1.4158,0.9109
0000021665,COLGATE PALMOLIVE CO,20.3286,0.0092,1.2826,0.9077,23.4567,0.0028,1.3513,0.9116,25.5205,0.0013,1.3291,0.9151,32.8323,0.0001,1.5433,0.9087,45.5203,0.0,1.5639,0.9031,40.9495,0.0,1.6242,0.9143,38.3257,0.0,1.2623,0.9171,43.6995,0.0,1.1591,0.9067,30.5004,0.0002,1.0968,0.9033,17.024,0.0299,0.8238,0.9029,21.4776,0.006,1.043,0.9044
0000811596,KAISER ALUMINUM CORP,42.287,0.0,1.2225,0.9101,39.3563,0.0,1.2446,0.908,47.7289,0.0,1.3358,0.9092,24.8549,0.0016,0.9346,0.9002,43.4321,0.0,1.1541,0.9004,59.774,0.0,1.3017,0.9015,36.3035,0.0,1.3234,0.9041,42.7087,0.0,1.6582,0.9067,36.1991,0.0,1.4735,0.8883,24.9977,0.0016,1.348,0.916,46.3034,0.0,1.5637,0.9226
0001045609,"Prologis, Inc.",77.6125,0.0,1.1322,0.9129,71.4181,0.0,1.3803,0.9119,10.7026,0.2191,0.481,0.9031,40.3937,0.0,0.8016,0.9046,60.1112,0.0,0.8913,0.9081,101.6976,0.0,1.1483,0.9108,79.7984,0.0,0.9131,0.9025,96.6103,0.0,0.9129,0.902,169.319,0.0,1.472,0.919,46.2328,0.0,0.9336,0.8957,137.7551,0.0,1.3935,0.8734
0001497645,"Summit Hotel Properties, Inc.",308.9598,0.0,2.8905,0.9302,254.3167,0.0,2.8494,0.9157,242.4193,0.0,2.6359,0.9006,86.8253,0.0,1.9277,0.8779,78.128,0.0,1.565,0.8673,44.6646,0.0,1.4333,0.8802,56.7245,0.0,1.6216,0.8821,60.2961,0.0,1.6038,0.8813,47.0163,0.0,1.6072,0.8931,63.1528,0.0,1.8723,0.907,58.3869,0.0,1.6788,0.8977
0001005284,UNIVERSAL DISPLAY CORP PA,77.6511,0.0,1.9323,0.907,184.875,0.0,2.5399,0.9068,107.4482,0.0,2.1711,0.8953,42.6288,0.0,1.3321,0.895,48.577,0.0,1.3497,0.9029,111.6363,0.0,1.7365,0.9102,65.7094,0.0,1.3477,0.9108,61.3318,0.0,1.3264,0.893,57.0546,0.0,1.3715,0.8941,64.9651,0.0,1.3448,0.9055,57.5719,0.0,1.4168,0.8988
0000898174,REINSURANCE GROUP OF AMERICA INC,27.0811,0.0007,0.9246,0.9046,14.279,0.0748,0.7415,0.9059,24.7354,0.0017,0.8261,0.9075,27.6855,0.0005,0.9254,0.9123,44.6791,0.0,1.0768,0.9073,40.0944,0.0,0.9571,0.9065,33.6451,0.0,1.1318,0.9077,49.9793,0.0,1.3125,0.91,39.8014,0.0,1.1223,0.9032,33.8734,0.0,0.8472,0.9027,8.6416,0.3734,0.3889,0.8982
0000822416,PULTEGROUP INC/MI/,27.7826,0.0005,0.8647,0.9082,28.195,0.0004,0.9193,0.9063,40.1189,0.0,1.3054,0.9068,49.9271,0.0,1.2317,0.9096,25.1548,0.0015,0.9417,0.8989,37.8557,0.0,1.1356,0.8913,46.3534,0.0,1.1643,0.8891,22.3812,0.0043,0.9666,0.9002,21.9957,0.0049,1.1809,0.9102,17.4774,0.0255,0.8916,0.92,13.2295,0.1042,0.8695,0.911
0000093389,"STANDARD MOTOR PRODUCTS, INC.",19.1215,0.0142,1.0945,0.9028,26.0201,0.001,1.3956,0.9015,15.2022,0.0553,0.9587,0.909,13.8065,0.0869,1.0152,0.9066,5.0748,0.7496,0.6213,0.9063,18.4093,0.0184,0.9739,0.9063,21.99,0.0049,1.0184,0.9106,72.1933,0.0,2.0626,0.9168,68.8236,0.0,1.9307,0.9197,40.7413,0.0,1.4198,0.9079,64.3258,0.0,1.7153,0.906
0001761312,"Palomar Holdings, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.4688,0.0,2.0859,0.9091,77.3288,0.0,1.6351,0.9105,35.6739,0.0,1.46,0.9157,41.1604,0.0,1.4701,0.9092,79.2853,0.0,1.9829,0.909,117.6586,0.0,2.4554,0.8938
0002041385,Ralliant Corp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001103982,"Mondelez International, Inc.",17.2825,0.0273,0.7768,0.8972,6.8327,0.5548,0.4298,0.8973,7.8398,0.4493,0.5623,0.9047,5.8118,0.6683,0.4051,0.9049,21.035,0.0071,0.8203,0.9073,23.3988,0.0029,0.8324,0.9068,37.5995,0.0,1.1154,0.9111,33.6052,0.0,1.016,0.91,22.51,0.0041,0.8343,0.9056,35.293,0.0,1.2337,0.8944,29.6184,0.0002,1.0556,0.8975
0001867072,"Kyndryl Holdings, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5634,0.0247,2.1811,0.9201,47.053,0.0,0.9388,0.9036,50.0164,0.0,1.6654,0.8956,57.5454,0.0,1.9488,0.893
0001468328,Addus HomeCare Corp,71.149,0.0,2.8246,0.9157,55.9789,0.0,2.4937,0.9023,61.2005,0.0,2.333,0.9125,31.4116,0.0001,1.615,0.8876,47.3563,0.0,1.9257,0.8892,62.6845,0.0,1.8478,0.9017,79.4534,0.0,2.0419,0.9135,55.9245,0.0,1.7342,0.9125,44.0655,0.0,1.6088,0.9075,7.5078,0.483,0.6877,0.9032,10.3252,0.2429,0.8134,0.9097
0001620533,Shake Shack Inc.,0.0,0.0,0.0,0.0,28.374,0.0004,1.4794,0.9365,31.3968,0.0001,1.2892,0.9195,34.4847,0.0,1.4811,0.9166,15.6795,0.0472,0.8899,0.9049,23.5779,0.0027,1.033,0.9018,164.5936,0.0,2.6189,0.9011,176.92,0.0,2.6765,0.9137,160.065,0.0,2.8108,0.9242,149.3176,0.0,3.1246,0.9249,305.7514,0.0,3.4416,0.9272
0000860546,COPT DEFENSE PROPERTIES,80.4722,0.0,1.055,0.8911,79.418,0.0,1.1618,0.8835,54.5519,0.0,0.9906,0.8882,34.6725,0.0,0.8108,0.898,74.3986,0.0,1.2319,0.9195,116.8902,0.0,1.6302,0.917,116.199,0.0,1.6934,0.9169,46.5795,0.0,1.1976,0.9134,69.4202,0.0,1.5568,0.91,55.5016,0.0,1.4986,0.9106,67.4392,0.0,1.5784,0.9177
0001626115,PJT Partners Inc.,0.0,0.0,0.0,0.0,8.4811,0.3879,1.5467,0.9115,27.4067,0.0006,1.3225,0.917,13.4685,0.0967,0.9814,0.9099,32.5993,0.0001,1.2057,0.9091,48.7178,0.0,1.5445,0.9099,61.812,0.0,2.0408,0.911,63.1152,0.0,2.0934,0.9058,32.8482,0.0001,1.4095,0.9093,35.362,0.0,1.4995,0.9119,39.3716,0.0,1.5935,0.913
0001767042,"Kodiak Gas Services, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5859,0.0,1.7067,0.9075,80.5073,0.0,1.7039,0.8982
0000039368,FULLER H B CO,46.9045,0.0,1.4404,0.8862,56.7445,0.0,1.5153,0.8809,37.9247,0.0,1.15,0.9028,97.9254,0.0,1.5551,0.901,66.5744,0.0,1.4385,0.9137,25.9165,0.0011,1.092,0.909,33.636,0.0,1.1253,0.9027,66.7461,0.0,1.5196,0.919,49.9603,0.0,1.368,0.9228,32.3111,0.0001,1.4207,0.9166,44.1404,0.0,1.4586,0.9104
0000719955,WILLIAMS SONOMA INC,92.5074,0.0,1.4988,0.849,80.8787,0.0,1.7858,0.8584,38.508,0.0,1.4556,0.8758,69.3899,0.0,1.7329,0.8759,68.4731,0.0,1.7727,0.8899,55.1374,0.0,1.5217,0.9074,81.3266,0.0,1.5137,0.9076,165.0724,0.0,2.1662,0.9051,196.6954,0.0,2.3413,0.8973,91.4119,0.0,1.8541,0.9126,65.0729,0.0,1.9404,0.8966
0001424929,FOX FACTORY HOLDING CORP,52.8597,0.0,1.9213,0.8914,42.4218,0.0,1.8349,0.8999,22.8827,0.0035,1.4076,0.9004,40.1425,0.0,1.9547,0.8918,41.3936,0.0,1.434,0.9053,61.6763,0.0,1.8002,0.9124,59.6509,0.0,1.7677,0.8947,50.4812,0.0,1.6479,0.8927,105.9853,0.0,2.2363,0.8987,79.6359,0.0,2.0669,0.9086,82.5129,0.0,2.0521,0.9113
0000930236,REDWOOD TRUST INC,137.9235,0.0,2.0964,0.9075,162.2912,0.0,2.2518,0.9014,95.7649,0.0,1.5332,0.8834,164.9462,0.0,1.5961,0.8934,119.3405,0.0,1.9126,0.9066,39.4244,0.0,1.0744,0.8988,60.6957,0.0,1.1251,0.9008,34.635,0.0,0.8323,0.9018,37.9946,0.0,0.9041,0.8998,47.4521,0.0,0.989,0.9124,59.2558,0.0,1.0609,0.8932
0001115055,PINNACLE FINANCIAL PARTNERS INC,31.4939,0.0001,0.8029,0.9077,56.6648,0.0,1.5356,0.9143,48.7629,0.0,1.3831,0.9035,36.8954,0.0,0.9808,0.9053,32.9778,0.0001,0.6551,0.915,62.9171,0.0,1.0774,0.9111,71.1655,0.0,1.0305,0.9118,84.8408,0.0,1.3583,0.9152,58.7955,0.0,1.1089,0.9154,104.2398,0.0,1.6022,0.912,111.6318,0.0,1.7861,0.9167
0001018963,ATI INC,38.8689,0.0,0.8895,0.912,55.059,0.0,1.2141,0.9012,23.4535,0.0028,0.8534,0.8995,23.4829,0.0028,0.9522,0.8977,40.2872,0.0,1.1107,0.8958,53.0965,0.0,1.2467,0.9051,53.5179,0.0,1.14,0.907,32.1745,0.0001,1.1202,0.9152,29.1163,0.0003,1.0547,0.8963,54.6479,0.0,1.5544,0.9022,30.4542,0.0002,1.0229,0.9064
0001674910,VALVOLINE INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1108,0.057,0.8023,0.9173,32.8565,0.0001,1.2497,0.907,37.2162,0.0,1.0322,0.9054,52.5374,0.0,1.5884,0.9066,41.7201,0.0,1.5676,0.9131,37.0339,0.0,1.2739,0.9042,30.9706,0.0001,1.5279,0.9054,48.3554,0.0,1.8622,0.9181
0001067294,"CRACKER BARREL OLD COUNTRY STORE, INC",19.6835,0.0116,1.1389,0.9185,15.3305,0.053,1.0886,0.9135,15.438,0.0512,1.3544,0.9087,20.8405,0.0076,1.2062,0.9132,18.3614,0.0187,0.9658,0.9255,34.0864,0.0,1.4337,0.9216,75.6877,0.0,2.2683,0.9213,90.7344,0.0,2.4057,0.9131,137.7383,0.0,2.9888,0.9121,169.1454,0.0,3.6,0.9115,140.7326,0.0,3.4421,0.903
0001841666,APA Corp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.04,0.0209,0.9304,0.9007,30.8078,0.0002,0.8566,0.9015,10.2253,0.2496,0.5097,0.8948,16.162,0.0401,0.8091,0.9081
0001955520,Knife River Corp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.6899,0.0,1.8369,0.9021,41.1853,0.0,1.2766,0.8976
0001099800,Edwards Lifesciences Corp,53.1078,0.0,1.7152,0.916,19.0506,0.0146,1.0292,0.9119,36.2438,0.0,1.501,0.916,14.0477,0.0805,0.8956,0.9162,36.1043,0.0,1.4494,0.9095,85.5018,0.0,1.8902,0.9123,34.8052,0.0,1.1943,0.9115,37.4443,0.0,1.2744,0.9141,69.0311,0.0,1.3466,0.9131,82.7149,0.0,1.4246,0.9141,68.8978,0.0,1.3603,0.9017
0000352541,ALLIANT ENERGY CORP,23.1606,0.0032,0.6741,0.9043,36.733,0.0,0.9222,0.9037,51.0937,0.0,1.1083,0.8989,57.3002,0.0,1.0731,0.9013,33.7083,0.0,0.9132,0.9081,77.4918,0.0,1.2381,0.9102,93.2734,0.0,1.3528,0.9073,77.1019,0.0,1.2478,0.9044,56.0443,0.0,1.2131,0.9087,54.886,0.0,1.3071,0.9024,60.1459,0.0,1.2721,0.9033
0001751788,DOW INC.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6525,0.0,0.7667,0.9022,37.3531,0.0,0.7689,0.8987,34.7354,0.0,0.8053,0.9032,38.159,0.0,0.9842,0.9051,72.696,0.0,1.3508,0.909,110.7936,0.0,1.8056,0.9069
